Date,donor,jem-id_cell_specimen,cell_specimen_id ,type of experiment,injection region,virus,jem-status_reporter,jem-id_patched_cell_container,jem-roi_minor,jem-nucleus_post_patch,link_ims_20x ,ims63x_go_no_go ,image_series_63x_qc ,link_ims_63x ,Annotated structure,x,y,z,notes,Unofficial structure,rnaamp_fail,exp_component_name,Genes.Detected.CPM,ephys_roi_id,ephys_qc,storage_directory,failed_bad_rs,failed_electrode_0,failed_no_seal,ephys_fx_extraction,qualitative_call_type_I_II
2/29/24,718807,Dbh-Cre_KH212;RCL-H2B-GFP-718807.10.06.01,1334361435,None,,None,Positive,P9S4_240229_551_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1341438766,63x go,deferred,http://lims2/focal_plane_image_series?id=1348038202,CUN,9773.430664,3410.241943,4521.342285,,LC_genotype,FALSE,AB-S40360_S591_E1-50,6524,1334361355,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3869/Ephys_Roi_Result_1334361355/,FALSE,FALSE,FALSE,yes,
3/20/24,722426,C57BL6J-722426.10.06.03,1339183091,None,,None,Negative,P4S4_240320_156_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1343396766,63x go,deferred,http://lims2/focal_plane_image_series?id=1365482443,PB,10278.39355,3766.850098,4429.071777,,LC_enhancer,FALSE,AB-S40361_S624_E1-50,8355,1339183065,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3870/Ephys_Roi_Result_1339183065/,TRUE,FALSE,FALSE,yes,
11/17/22,,Slc17a6-IRES-Cre;Ai14-651168.10.06.01,1226737249,,,,Positive,P4S4_221117_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903077,63x no go,,,PB,10347.20801,4123.347168,4529,,LC,FALSE,AB-S40319_S609_E1-50,11719,1226737224,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3664/Ephys_Roi_Result_1226737224/,FALSE,FALSE,FALSE,yes,
3/29/24,724914,Dbh-Cre_KH212;RCL-H2B-GFP-724914.10.06.01,1341400825,None,,None,Positive,P6S4_240329_401_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1345824281,63x go,deferred,http://lims2/focal_plane_image_series?id=1366692834,P,10318.49902,4690.901855,4822,,LC_genotype,FALSE,AB-S40362_S425_E1-50,10192,1341400782,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3884/Ephys_Roi_Result_1341400782/,FALSE,FALSE,FALSE,yes,
10/27/22,,C57BL6J-647687.09.06.02,1221582948,,,,Negative,P4S4_221027_153_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1226253489,63x go,rescanning,http://lims2/focal_plane_image_series?id=1249473882,MRN,10124.27637,4279.598633,4924,,LC,FALSE,AB-S40317_S471_E1-50,11687,1221582919,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3648/Ephys_Roi_Result_1221582919/,FALSE,FALSE,FALSE,yes,
11/18/22,,Slc17a6-IRES-Cre;Ai14-651169.10.06.01,1226975727,,,,Positive,PNS4_221118_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903313,63x no go,,,PPN,9941.099609,4474.952637,4455,,LC,FALSE,AB-S40319_S625_E1-50,8799,1226975695,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3665/Ephys_Roi_Result_1226975695/,FALSE,FALSE,FALSE,yes,
11/18/22,,Slc17a6-IRES-Cre;Ai14-651169.10.06.02,1226989930,,,,Positive,PNS4_221118_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903313,63x no go,,,PB,10240.16113,4239.668457,4455,,LC,FALSE,AB-S40319_S626_E1-50,6528,1226989394,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3665/Ephys_Roi_Result_1226989394/,FALSE,FALSE,FALSE,yes,
11/11/22,,Pvalb-IRES-Cre;Ai14-650959.11.06.04,1225428357,,,,Negative,P4S4_221111_153_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1229415841,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1279539137,PCG,10454.35413,3957.801227,4924.48,,LC,FALSE,AB-S40318_S470_E1-50,9345,1225428293,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3661/Ephys_Roi_Result_1225428293/,FALSE,FALSE,FALSE,yes,
11/15/22,,Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.01,1226248538,,,,Negative,P4S4_221115_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1229416089,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1279535866,PB,10395.82031,4115.458496,4590,,LC,FALSE,AB-S40318_S475_E1-50,10351,1226248503,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3662/Ephys_Roi_Result_1226248503/,FALSE,FALSE,FALSE,yes,
1/5/23,,Slc17a6-IRES-Cre;Ai14-657699.10.05.03,1237687768,,,,Positive,PNS4_230105_853_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1242074619,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1284646868,,,,,,PB,FALSE,AB-S40322_S596_E1-50,12037,1237687683,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1237687683/,TRUE,FALSE,FALSE,yes,
1/5/23,,Slc17a6-IRES-Cre;Ai14-657699.10.05.01,1237686545,,,,Positive,PNS4_230105_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1242074619,63x no go,,,,,,,,PB,FALSE,AB-S40322_S594_E1-50,13407,1237686521,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1237686521/,FALSE,FALSE,FALSE,yes,
1/5/23,,Slc17a6-IRES-Cre;Ai14-657699.10.05.02,1237687084,,,,Positive,PNS4_230105_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1242074619,63x no go,,,,,,,,PB,FALSE,AB-S40322_S595_E1-50,12454,1237687056,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1237687056/,FALSE,FALSE,FALSE,yes,
11/15/22,,Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.03,1226268502,,,,Negative,P4S4_221115_153_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1229416089,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1286103553,PB,10349.46387,4298.276855,4590,,LC,FALSE,AB-S40318_S477_E1-50,9129,1226268471,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3662/Ephys_Roi_Result_1226268471/,FALSE,FALSE,FALSE,yes,
1/11/23,,Rbp4-Cre_KL100;Ai14-658998.09.06.02,1239045492,,,,Negative,P4S4_230111_152_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1242075795,63x no go,,,PB,10569.05664,4084.736084,4630,,LC,FALSE,AB-S40322_S617_E1-50,8396,1239045462,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239045462/,FALSE,FALSE,FALSE,yes,
11/15/22,,Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.04,1226298605,,,,Negative,P4S4_221115_154_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1229416089,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1288260201,PB,10255.02832,4472.496094,4590,,LC,FALSE,AB-S40318_S478_E1-50,10656,1226298432,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3663/Ephys_Roi_Result_1226298432/,FALSE,FALSE,FALSE,yes,
1/11/23,,Rbp4-Cre_KL100;Ai14-658998.09.06.04,1239046529,,,,Negative,P4S4_230111_154_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1242075795,63x no go,,,PB,10657.64063,4105.258789,4630,,LC,FALSE,AB-S40322_S619_E1-50,8421,1239046500,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239046500/,FALSE,FALSE,FALSE,yes,
1/12/23,,Rbp4-Cre_KL100;Ai14-659000.10.06.02,1239290032,,,,Negative,P4S4_230112_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1243545447,63x go,deferred,http://lims2/focal_plane_image_series?id=1249134983,,,,,,LDT,FALSE,AB-S40322_S631_E1-50,9381,1239290002,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239290002/,FALSE,FALSE,FALSE,yes,
1/12/23,,Rbp4-Cre_KL100;Ai14-659000.10.06.03,1239290535,,,,Negative,P4S4_230112_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1243545447,63x go,deferred,http://lims2/focal_plane_image_series?id=1249469146,,,,,,LDT,FALSE,AB-S40322_S632_E1-50,9707,1239290507,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239290507/,FALSE,FALSE,FALSE,yes,
1/12/23,,Rbp4-Cre_KL100;Ai14-659000.10.06.04,1239292153,,,,Negative,P4S4_230112_153_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1243545447,63x no go,,,,,,,,LDT,FALSE,AB-S40322_S633_E1-50,7182,1239292125,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239292125/,FALSE,FALSE,FALSE,yes,
11/15/22,,Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.05,1226307625,,,,Negative,P4S4_221115_155_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1229416089,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1298483623,PB,10371.63574,4207.243164,4590,,LC,FALSE,AB-S40318_S479_E1-50,10554,1226307472,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3663/Ephys_Roi_Result_1226307472/,FALSE,FALSE,TRUE,yes,
1/13/23,,Rbp4-Cre_KL100;Ai14-659002.11.06.01,1239520667,,,,Negative,P4S4_230113_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1243545768,63x no go,,,,,,,,PB,FALSE,AB-S40322_S644_E1-50,10271,1239520636,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239520636/,FALSE,FALSE,FALSE,yes,
1/19/23,,Dbh-Cre_KH212;RCL-H2B-GFP-657884.09.06.01,1240874377,,,,Positive,P4S4_230119_154_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1245213285,,,,PB,10560.04868,4555.126918,3995.967217,,LC_genotype,TRUE,AB-S40322_S665_E1-50,8982,1240874178,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240874178/,FALSE,FALSE,TRUE,yes,
11/17/22,,Slc17a6-IRES-Cre;Ai14-651168.10.06.02,1226748010,,,,Positive,P4S4_221117_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903077,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1245526711,PB,10288.27246,4340.15332,4529,,LC,FALSE,AB-S40319_S610_E1-50,11037,1226747980,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3664/Ephys_Roi_Result_1226747980/,FALSE,FALSE,FALSE,yes,
1/19/23,,Dbh-Cre_KH212;RCL-H2B-GFP-657884.10.06.01,1240884895,,,,Positive,PNS4_230119_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1245213198,63x no go,,,SCdg,9649.348633,2523.259033,4728,,LC_genotype,FALSE,AB-S40322_S671_E1-50,8884,1240884652,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240884652/,FALSE,FALSE,FALSE,yes,
11/17/22,,Slc17a6-IRES-Cre;Ai14-651168.10.06.03,1226761160,,,,Positive,P4S4_221117_153_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1230903077,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1272846738,PB,10276.7334,4231.104492,4529,,LC,FALSE,AB-S40319_S611_E1-50,9415,1226760752,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3664/Ephys_Roi_Result_1226760752/,FALSE,FALSE,TRUE,yes,
1/19/23,,Ndnf-IRES2-dgCre;Ai14-659661.11.06.02,1240819773,,,,Negative,P4S4_230119_152_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1245213113,63x no go,,,P,10343.25,3981.876465,4894,,LC,FALSE,AB-S40322_S663_E1-50,4931,1240819478,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240819478/,FALSE,FALSE,FALSE,yes,
1/19/23,,Ndnf-IRES2-dgCre;Ai14-659661.11.06.03,1240858554,,,,Negative,P4S4_230119_153_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1245213113,63x no go,,,P,10445.94531,3947.150879,4894,,LC,FALSE,AB-S40322_S664_E1-50,5600,1240858339,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240858339/,FALSE,FALSE,FALSE,yes,
11/18/22,,Slc17a6-IRES-Cre;Ai14-651169.10.06.03,1227016654,,,,Positive,PNS4_221118_853_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903313,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1268147800,PB,10122.08887,4453.85498,4455,,LC,FALSE,AB-S40319_S627_E1-50,9430,1227016409,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3666/Ephys_Roi_Result_1227016409/,FALSE,FALSE,FALSE,yes,
1/20/23,,Ndnf-IRES2-dgCre;Ai14-659663.11.06.02,1241103406,,,,Negative,P4S4_230120_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1245213465,,,,LDT,10390.00098,4369.145508,4889,,LC,TRUE,AB-S40324_S581_E1-50,3856,1241103384,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1241103384/,FALSE,FALSE,FALSE,yes,
11/18/22,,Slc17a6-IRES-Cre;Ai14-651169.10.06.04,1227029028,,,,Positive,PNS4_221118_854_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1230903313,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1266628757,PB,10213.94824,4382.452148,4455,,LC,FALSE,AB-S40319_S628_E1-50,7891,1227028982,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3666/Ephys_Roi_Result_1227028982/,FALSE,FALSE,FALSE,yes,
1/11/23,,Rbp4-Cre_KL100;Ai14-658998.09.06.01,1239043873,,,,Negative,P4S4_230111_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1242075795,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1248945350,PB,10527.09277,4168.492676,4630,,LC,FALSE,AB-S40322_S616_E1-50,10149,1239043845,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239043845/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.08.06.04,1246091499,,,,Negative,P4S4_230209_154_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1250428352,,,,,,,,,PRN,TRUE,AB-S40324_S757_E1-50,5988,1246091406,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3688/Ephys_Roi_Result_1246091406/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.08.06.02,1246071671,,,,Positive,P4S4_230209_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250428352,63x no go,,,PB,10649.41351,4080.154917,4651,,LC,FALSE,AB-S40324_S755_E1-50,7820,1246071525,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3687/Ephys_Roi_Result_1246071525/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.07.06.01,1246060977,,,,Positive,PNS4_230209_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250428401,63x no go,,,,,,,,not_identifiable,FALSE,AB-S40324_S765_E1-50,9374,1246060760,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3687/Ephys_Roi_Result_1246060760/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.07.06.02,1246076036,,,,Positive,PNS4_230209_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250428401,63x no go,,,,,,,,not_identifiable,FALSE,AB-S40324_S766_E1-50,8867,1246075851,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3688/Ephys_Roi_Result_1246075851/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.08.06.01,1246058682,,,,Positive,P4S4_230209_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250428352,63x no go,,,,,,,,MV,FALSE,AB-S40324_S754_E1-50,10611,1246058467,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3687/Ephys_Roi_Result_1246058467/,FALSE,FALSE,FALSE,yes,
2/9/23,,Rbp4-Cre_KL100;Ai14-661820.08.06.03,1246084416,,,,Negative,P4S4_230209_153_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1250428352,63x no go,,,PB,10834.85742,4143.285645,4651,,LC,FALSE,AB-S40324_S756_E1-50,9275,1246084281,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3688/Ephys_Roi_Result_1246084281/,FALSE,FALSE,FALSE,yes,
1/11/23,,Rbp4-Cre_KL100;Ai14-658998.09.06.03,1239046015,,,,Negative,P4S4_230111_153_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1242075795,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1248952490,PB,10601.35156,4062.142822,4630,,LC,FALSE,AB-S40322_S618_E1-50,10193,1239045986,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239045986/,FALSE,FALSE,FALSE,yes,
2/10/23,,Rbp4-Cre_KL100;Ai14-661821.08.06.01,1246361514,,,,Negative,PNS4_230210_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250429089,,,,,,,,,not_identifiable,TRUE,,,1246361430,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3689/Ephys_Roi_Result_1246361430/,FALSE,FALSE,FALSE,yes,
2/10/23,,Rbp4-Cre_KL100;Ai14-661821.08.06.02,1246376240,,,,Negative,PNS4_230210_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250429089,,,,,,,,,not_identifiable,TRUE,,,1246376165,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3689/Ephys_Roi_Result_1246376165/,FALSE,FALSE,FALSE,yes,
2/10/23,,Rbp4-Cre_KL100;Ai14-661821.09.06.01,1246391249,,,,Negative,P4S4_230210_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1250429722,,,,,,,,,MEV,TRUE,,,1246391218,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3689/Ephys_Roi_Result_1246391218/,FALSE,FALSE,FALSE,yes,
2/24/23,,Rbp4-Cre_KL100;Ai14-664218.10.06.01,1249688878,,,,Negative,P4S4_230224_151_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1253739561,,,,P,10379.69238,4123.517578,4817,,LC,TRUE,,,1249688849,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3703/Ephys_Roi_Result_1249688849/,FALSE,FALSE,FALSE,yes,
2/24/23,,Rbp4-Cre_KL100;Ai14-664218.09.06.01,1249688840,,,,Negative,PNS4_230224_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1253739437,63x no go,,,,,,,,PB,FALSE,AB-S40326_S492_E1-50,9627,1249688814,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3703/Ephys_Roi_Result_1249688814/,FALSE,FALSE,FALSE,yes,
3/15/23,,C57BL6J-665266.11.06.02,1254160695,,,,,P4S4_230315_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1257482387,63x no go,,,B,10632.75977,4411.516602,4984,,LC,FALSE,AB-S40328_S096_E1-50,10827,1254160672,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3706/Ephys_Roi_Result_1254160672/,FALSE,FALSE,TRUE,yes,
1/13/23,,Rbp4-Cre_KL100;Ai14-659002.11.06.02,1239521645,,,,Negative,P4S4_230113_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1243545768,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1249383404,MRN,10207.97213,4295.066267,4833,,LC,FALSE,AB-S40322_S645_E1-50,9033,1239521609,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1239521609/,FALSE,FALSE,FALSE,yes,
3/15/23,,C57BL6J-665266.11.06.04,1254184251,,,,,P4S4_230315_153_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1257482387,63x no go,,,LDT,10436.15234,4307.800293,4984,,LC,FALSE,AB-S40328_S290_E1-50,6033,1254184221,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3706/Ephys_Roi_Result_1254184221/,FALSE,FALSE,FALSE,yes,
1/19/23,,Dbh-Cre_KH212;RCL-H2B-GFP-657884.09.06.02,1240903487,,,,Negative,P4S4_230119_155_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1245213285,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1313709117,PB,10683.27244,4489.660645,3987.350572,,LC,FALSE,AB-S40322_S666_E1-50,11046,1240903206,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240903206/,TRUE,FALSE,FALSE,yes,
4/13/23,,Pvalb-IRES-Cre;Ai14-672265.11.06.02,1263779177,,,,Negative,PNS4_230413_852_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885356,,,,,,,,,SC,TRUE,AB-S40329_S750_E1-50,3310,1263779148,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1263779148/,FALSE,FALSE,FALSE,yes,
4/13/23,,Pvalb-IRES-Cre;Ai14-672265.12.06.01,1263776146,,,,Positive,PBS4_230413_501_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1267885398,,,,,,,,,PCG,TRUE,AB-S40329_S740_E1-50,3571,1263776122,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1263776122/,FALSE,FALSE,FALSE,yes,
4/13/23,,Pvalb-IRES-Cre;Ai14-672265.12.06.02,1263805017,,,,Positive,PBS4_230413_502_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885398,63x no go,,,,,,,,PCG,FALSE,AB-S40329_S741_E1-50,7646,1263804995,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1263804995/,FALSE,FALSE,FALSE,yes,
4/13/23,,Pvalb-IRES-Cre;Ai14-672265.12.06.03,1263820694,,,,Positive,PBS4_230413_503_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885398,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1395025394,,,,,,PCG,FALSE,AB-S40329_S742_E1-50,7359,1263820648,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1263820648/,FALSE,FALSE,FALSE,yes,
4/13/23,,Pvalb-IRES-Cre;Ai14-672265.11.06.01,1263744365,,,,Negative,PNS4_230413_851_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885356,63x no go,,,,,,,,SC,FALSE,AB-S40329_S749_E1-50,7187,1263744339,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1263744339/,FALSE,FALSE,FALSE,yes,
4/14/23,,Gad2-IRES-Cre;Ai14-670838.11.06.01,1264010426,,,,Positive,PBS4_230414_501_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1267885481,,,,PCG,10604.41542,4293.967662,6455,,LC,TRUE,AB-S40331_S504_E1-50,5490,1264010400,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264010400/,FALSE,FALSE,FALSE,yes,
4/14/23,,Gad2-IRES-Cre;Ai14-670838.11.06.02,1264095379,,,,Positive,PBS4_230414_502_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885481,,,,PCG,10801.43035,4184.514925,6455,,LC,TRUE,AB-S40331_S505_E1-50,7373,1264095357,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264095357/,FALSE,FALSE,FALSE,yes,
1/19/23,,Ndnf-IRES2-dgCre;Ai14-659661.11.06.01,1240807530,,,,Negative,P4S4_230119_151_A01,LC,nucleus_absent,http://lims2/focal_plane_image_series?id=1245213113,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1285695784,P,10383.22949,3871.822021,4894,,LC,FALSE,AB-S40322_S662_E1-50,3856,1240807103,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3670/Ephys_Roi_Result_1240807103/,FALSE,FALSE,FALSE,yes,
4/18/23,,Slc17a6-IRES-Cre;Ai14-670828.10.06.02,1264790232,,,,Positive,P4S4_230418_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885895,,,,PCG,,,,,PCG,TRUE,AB-S40329_S767_E1-50,11660,1264790163,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264790163/,FALSE,FALSE,FALSE,yes,
4/18/23,,Slc17a6-IRES-Cre;Ai14-670828.10.06.05,1264849414,,,,Positive,P4S4_230418_154_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885895,63x go,image_qc_passed,http://lims2/focal_plane_image_series?id=1286082385,PCG,,,,,PCG,FALSE,AB-S40329_S762_E1-50,7959,1264849342,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264849342/,FALSE,FALSE,FALSE,yes,
4/18/23,,Slc17a6-IRES-Cre;Ai14-670828.10.06.01,1264787153,,,,Negative,P4S4_230418_151_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885895,63x no go,,,LDT,,,,,PCG,FALSE,AB-S40329_S766_E1-50,9897,1264787087,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264787087/,FALSE,FALSE,FALSE,yes,
4/18/23,,Slc17a6-IRES-Cre;Ai14-670828.10.06.04,1264802913,,,,Positive,P4S4_230418_153_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267885895,63x no go,,,PCG,,,,,PCG,FALSE,AB-S40329_S768_E1-50,2637,1264802808,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1264802808/,FALSE,FALSE,FALSE,yes,
4/19/23,,Slc17a6-IRES-Cre;Ai14-670829.11.06.01,1265088772,,,,Positive,P4S4_230419_151_A01,LC,unknown,http://lims2/focal_plane_image_series?id=1267886577,63x no go,,,PB,,,,,PRNr,FALSE,AB-S40330_S231_E1-50,5697,1265088736,auto_passed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1265088736/,FALSE,FALSE,FALSE,yes,
4/19/23,,Slc17a6-IRES-Cre;Ai14-670829.11.06.02,1265171440,,,,Positive,P4S4_230419_152_A01,LC,nucleus_present,http://lims2/focal_plane_image_series?id=1267886577,63x no go,,,P,,,,,PRNr,FALSE,AB-S40330_S232_E1-50,10144,1265171216,auto_failed,/allen/programs/celltypes/production/mousecelltypes/prod3715/Ephys_Roi_Result_1265171216/,FALSE,FALSE,TRUE,yes,
